2025-	2-	13-	19:	7:	6,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	7:	10,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	7:	39,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	7:	52,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	9:	35,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	10:	14,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	10:	40,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	10:	52,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	11:	21,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	12:	3,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	12:	58,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	14:	9,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	15:	1,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	15:	51,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	16:	42,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	17:	32,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	51:	51,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	52:	2,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	52:	16,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	52:	36,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	53:	13,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	54:	56,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	57:	32,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	57:	46,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	19:	58:	53,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	20:	1:	15,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	20:	2:	12,Nt:8,Nr:8,mu:4,samples:32
2025-	2-	13-	20:	11:	32,Nt:8,Nr:8,mu:4,samples:32
